-0.0159009,-0.00822402
0.0024586,0.00780799
0.0182477,0.0161725
0.0340369,0.0433572
0.0490916,0.0531158
0.063412,0.0761183
0.0762637,0.0907562
0.0927872,0.117941
0.106006,0.139549
0.120694,0.156278
0.135014,0.176493
0.150069,0.203677
0.160717,0.334722
0.170998,0.586354
0.181647,0.893054
0.191561,1.07289
0.203678,1.20045
0.211389,1.40329
0.220202,1.53433
0.226811,1.64168
0.234522,1.7539
0.238929,1.83825
0.244804,1.91353
0.247007,1.98044
0.248108,2.02854
0.249577,2.062
0.249577,2.08779
0.24921,2.09545
0.249577,2.108
0.243702,2.10173
0.241866,2.08779
0.238561,2.05293
0.233053,2.02924
0.225343,1.98044
0.220936,1.93095
0.210655,1.85916
0.204046,1.78597
0.193764,1.70302
0.182381,1.61659
0.171366,1.52248
0.158881,1.42002
0.148233,1.3071
0.132811,1.19348
0.120326,1.07847
0.107842,0.949514
0.0920528,0.822652
0.0784668,0.690214
0.0630448,0.559867
0.0490916,0.426731
0.0333025,0.287323
0.0164118,0.150702
0.00209141,0.0126873
-0.0133305,-0.132298
-0.0298541,-0.266827
-0.0441744,-0.408327
-0.0614323,-0.540766
-0.0753855,-0.672507
-0.0930106,-0.803551
-0.104761,-0.923443
-0.118347,-1.04543
-0.133034,-1.15486
-0.14405,-1.26709
-0.156534,-1.36258
-0.170488,-1.45947
-0.180035,-1.55148
-0.190316,-1.62049
-0.200597,-1.69368
-0.210511,-1.7341
-0.217855,-1.75292
-0.225199,-1.31658
-0.230707,-0.261251
-0.236582,-0.245219
-0.240988,-0.251492
-0.24466,-0.244522
-0.247965,-0.234763
-0.247597,-0.23546
-0.248332,-0.229187
-0.249066,-0.222216
-0.246496,-0.213852
-0.245394,-0.218034
-0.241355,-0.207579
-0.236214,-0.200608
-0.231808,-0.202699
-0.224832,-0.195032
-0.217121,-0.188758
-0.210144,-0.181091
-0.200964,-0.17412
-0.190683,-0.168544
-0.179667,-0.159483
-0.169019,-0.144845
-0.157636,-0.138571
-0.144417,-0.130207
-0.132667,-0.116266
-0.119815,-0.105113
-0.104393,-0.0981427
-0.0915419,-0.0821107
-0.0753855,-0.0702609
-0.058862,-0.0570171
-0.0449088,-0.0409851
-0.0305884,-0.0277412
